Household_ID,Vulnerability_Category,Household_Size,Dependency_Ratio,Primary_Income_Source,Employment_Status,Monthly_Income,Food_Assistance_Received,Cash_Assistance_Received,Total_Assistance_Value,Monthly_Expenditure,Current_Debt_Level,Debt_Status,Food_Consumption_Score,Food_Security_Status,Head_of_Household_Gender,Head_of_Household_Age,Female_Headed_Household,Disability_In_Household,Chronic_Illness_In_Household,Elderly_Members_Count,Children_Under_5_Count,Years_In_Camp
5429,3,4,1.53,trading,unemp,6900,7435,7762,15197,6759,7252,Medium,56.58,Sec,FEMALE,47,no,N,N,0,2,10
10327,1,4,1.12,aid,SelfEmployed,2198,3459,3353,6812,2513,7394,High,21.33,Insecur,f,55,No,no,Y,3,2,18
14340,3,8,2.8,Aid,Unemployed,4609,5957,5757,11714,6441,9858,Medium,46.39,Insecure,male,56,Y,no,N,2,1,17
10622,1,5,2.08,Agriculture,Unemployed,1655,3385,3051,6436,1744,6649,Lw,17.47,Secure,Femal,61,No,No,yes,0,3,12
4641,2,7,1.55,Casual Labor,SelfEmployed,2674,4257,3673,7930,3815,4189,Low,23.58,Mod,Male,71,No,Y,Yes,1,4,13
9513,3,6,2.75,business,Unemployed,7219,9088,7873,16961,7011,9824,Medium,73.65,Insecure,Femal,29,Y,yes,No,0,2,16
5769,4,8,1.98,business,unemp,"6,151",7336,6729,14065,5852,5499,Low,69.35,Moderate,Male,40,Yes,Yes,Y,0,2,15
6054,1,10,0.88,Business,unemp,2133,3604,3538,7142,1852,9784,Med,18.56,Mod,male,44,N,yes,N,0,3,15
13085,1,6,2.17,trading,unemp,2309,3865,2816,6681,3740,8492,High,0,Sec,f,26,N,no,Yes,2,1,18
8662,1,7,1.35,business,Unemployed,1560,2154,2895,5049,2215,9180,Med,5.72,Secure,f,52,no,no,no,1,3,4
15692,4,4,1.92,agriculture,Employed,8508,9478,9224,18702,8281,2361,Med,85.27,Mod,M,24,yes,No,Y,2,1,2
12044,3,5,0.73,Business,employd,5933,7084,7030,14114,6063,5746,Lw,58.83,Sec,male,76,Yes,no,Yes,0,1,9
2087,3,6,0.43,agriculture,Unemployed,6181,7199,7044,14243,7740,6108,High,74.63,Insecure,male,38,Y,yes,Yes,1,1,7
5203,4,7,2.27,Agriculture,unemp,"5,190",5749,6592,12341,6804,7466,Medium,66.72,Moderate,Male,31,Yes,no,Y,2,2,17
12102,2,7,1.85,agriculture,SelfEmployed,1.5k,2695,"2,314",5009,2875,417,Med,18.56,Moderate,Femal,40,yes,yes,Yes,1,3,11
938,4,8,0.59,trading,employd,5360,6272,6570,12842,5467,4442,Hgh,63.22,Insecure,Femal,80,yes,No,no,2,3,6
14442,2,7,0.82,Business,employd,2800KES,3370,3521,6891,2779,3775,Hgh,25.38,Secure,Male,37,no,Yes,yes,0,2,13
9396,3,7,2.92,Trading,unemp,4028,5755,4390,10145,5856,6415,Hgh,43.96,Insecur,male,28,Y,Yes,Y,0,0,10
10660,1,3,2.3,agriculture,SelfEmployed,-0.1k,1552,1353,2905,862,6961,Med,4.05,Insecure,f,53,No,Yes,no,1,2,13
4925,4,5,1.18,business,employd,8640,9843,9264,19107,8825,6328,Med,81.66,Sec,f,72,Yes,N,Y,1,1,11
15611,2,5,2.2,Trading,employd,1545,2167,"2,336",4503,3502,3156,High,16.62,Mod,f,49,yes,Yes,no,4,1,12
4722,2,4,0.06,agriculture,unemp,3268,"4,993",4438,9431,4941,6201,Med,43.67,Sec,M,27,Yes,N,No,2,1,1
6804,1,2,2.21,casual labor,unemp,1959,2940,2322,5262,2188,2499,High,41.41,Moderate,Femal,46,No,Yes,yes,0,1,6
4386,2,5,1.19,Casual Labor,employd,4556,6049,4951,11000,4584,5476,Medium,34.45,Sec,f,39,Y,no,Y,2,1,19
2014,1,2,0.4,trading,Self-Employed,-294,1435,1162,2597,655,7900,Low,0,Insecure,f,65,N,N,Y,0,2,16
3834,2,4,1.92,casual labor,Self-Employed,4829,6317,6089,12406,4923,6230,Hgh,42.81,Moderate,male,36,Y,Yes,no,1,1,7
1035,2,6,0.34,trading,employd,2824,4286,3768,8054,3344,485,Low,20.75,Moderate,M,74,No,N,No,0,0,9
1124,2,5,0.81,aid,unemp,2526,"3,159",3275,6434,4286,9270,Low,16.9,Moderate,FEMALE,27,no,No,yes,3,3,14
15166,1,2,1.48,agriculture,Employed,2576,3236,3101,6337,3169,5926,Medium,18.93,Sec,M,50,no,no,N,1,1,1
16648,3,5,0.01,trading,Employed,6063,6605,6933,13538,6788,1481,Med,88.98,Insecure,Femal,22,N,N,No,4,4,14
12451,4,7,0.19,trading,Employed,7142,8247,8544,16791,6893,2541,Med,81.48,Secure,FEMALE,35,no,no,N,2,2,3
14225,3,9,0.37,casual labor,Unemployed,5439,7031,6068,13099,5112,4590,Medium,56.96,Insecure,male,31,no,No,N,1,0,19
6865,2,9,0.43,Casual Labor,Unemployed,1483,2915,2534,5449,1351,4914,Low,29.42,Sec,f,48,yes,Yes,no,2,1,15
73,4,5,0.89,Aid,employd,10004,11191,10815,22006,11624,8976,Lw,95.91,Insecure,f,30,Y,Yes,No,2,4,7
12769,3,5,2.37,Agriculture,SelfEmployed,2944,4901,4078,8979,2934,1733,Low,13.38,Secure,Male,78,No,Yes,no,0,1,1
11528,1,5,1.08,Business,Employed,1097,2169,1398,3567,1284,536,High,18.9,Insecure,Male,65,N,Y,Yes,0,0,19
16084,4,7,1.51,aid,SelfEmployed,4960,5677,5620,11297,5104,3904,High,58.87,Secure,M,30,No,No,Y,1,3,6
13698,3,8,1.58,trading,Unemployed,3631,4976,4817,9793,4738,8610,Low,27.32,Secure,FEMALE,62,No,N,Y,2,1,12
482,3,4,1.43,Casual Labor,Employed,6593,7818,7758,15576,8307,5193,High,51.57,Insecure,Male,35,yes,no,N,1,0,1
9361,2,7,1.26,casual labor,Self-Employed,3770,5172,4446,9618,4494,7173,Med,26.4,Mod,male,71,no,N,Y,0,3,17
689,3,7,1.45,Trading,Employed,4846,5791,5301,11092,5711,5379,Low,36.97,Insecure,M,75,yes,No,No,0,2,13
6377,4,8,2.74,trading,Employed,9807,10496,10540,21036,10609,93,Lw,76.7,Insecur,M,32,N,No,Y,0,1,20
10839,1,8,0.2,Business,Employed,2127,3936,2902,6838,1946,851,Medium,23.41,Insecure,Male,57,N,No,yes,0,1,2
8652,1,5,0.22,aid,Self-Employed,974,2900,2295,5195,812,9263,Low,4.74,Sec,Femal,27,Yes,no,Y,1,3,10
7020,2,11,0.37,aid,employd,3853,4981,"5,313",10294,4707,2994,Med,49.72,Secure,Male,34,Yes,Yes,N,2,3,6
616,1,3,0.61,casual labor,employd,2225,4015,3238,7253,2514,5188,Low,28.47,Insecur,Femal,23,Yes,Y,no,1,2,6
5598,2,3,0.05,Agriculture,Employed,4237,5032,4772,9804,5773,9875,Medium,37.41,Sec,male,54,yes,Y,Y,0,1,16
4095,2,4,2.83,Trading,unemp,1685,3607,2707,6314,2861,7495,Low,21.81,Sec,FEMALE,54,Y,Yes,no,2,1,10
13683,4,6,0.09,Trading,unemp,9.1k,10673,9708,20381,10625,7577,High,98.34,Insecure,f,32,yes,Yes,no,1,3,20
189,1,5,0,Business,Employed,2610,4022,3763,7785,3387,1895,Lw,24.94,Mod,f,65,Yes,Yes,no,1,1,16
815,1,5,1.41,Aid,employd,-380,392,441,833,1029,84,High,7.96,Sec,male,18,No,yes,no,2,2,16
2617,4,3,0.95,Casual Labor,unemp,8068,9616,8776,18392,9336,7112,Medium,97.67,Moderate,f,21,no,yes,Y,1,0,12
1636,3,7,1.95,business,employd,6070,7185,7464,14649,7296,6773,Lw,53.05,Moderate,Femal,78,Y,no,no,0,4,12
12050,4,9,0.51,casual labor,Employed,9264,10573,10236,20809,8766,3878,High,100,Mod,Femal,45,Y,yes,Y,1,0,6
11883,2,5,1.76,Trading,Self-Employed,4990,5683,6024,11707,6232,9390,High,36.97,Insecure,Male,33,Yes,yes,no,0,1,6
10767,3,11,0.32,Agriculture,Unemployed,4798,6327,5791,12118,6526,6509,Lw,69.7,Sec,Femal,34,no,Yes,Yes,0,1,17
5102,2,8,0.65,Trading,Unemployed,684,1660,1464,3124,1247,6565,High,19.44,Secure,f,24,Yes,No,Yes,1,3,4
15800,2,8,1.76,trading,SelfEmployed,2068,2914,2570,5484,1690,1717,Med,20.63,Insecure,FEMALE,49,yes,yes,yes,1,1,0
2506,4,7,0.65,Agriculture,unemp,7113,8275,"8,061",16336,7021,8575,Medium,61.21,Sec,FEMALE,53,N,N,no,1,4,14
16481,1,8,0.85,casual labor,employd,451,2387,1196,3583,830,1182,Medium,11.26,Sec,Femal,47,No,yes,yes,0,0,0
1072,3,4,0.65,Aid,SelfEmployed,4662,5592,5701,11293,5479,6212,Medium,65.83,Moderate,Femal,46,N,No,Yes,0,0,3
15010,2,6,0.17,aid,SelfEmployed,2474KES,3925,3037,6962,3641,2021,Lw,18.53,Insecure,f,38,N,N,Yes,0,2,11
10996,2,6,2.05,Business,SelfEmployed,4625,6409,4996,11405,6175,918,Hgh,64.22,Secure,Male,61,yes,N,Yes,1,3,14
10770,4,3,1.49,casual labor,Unemployed,9671,11295,10085,21380,11138,4708,Hgh,83.17,Sec,Femal,66,Y,N,N,2,4,13
2129,3,11,1.8,Trading,Unemployed,5408,7315,6860,14175,6690,7421,Medium,63.81,Mod,FEMALE,69,No,N,Y,0,1,17
10448,1,7,1.81,casual labor,Self-Employed,876,2011,2226,4237,1010,6744,Hgh,15.73,Insecur,Male,30,No,Y,no,2,0,16
10076,3,5,2.09,Casual Labor,Employed,6776,8536,8262,16798,6922,796,Low,71.34,Mod,Male,31,No,No,N,1,4,14
14038,3,4,0.14,business,Self-Employed,6641,8158,7164,15322,8340,985,Medium,62.95,Secure,Femal,60,N,yes,N,0,3,20
17144,2,8,0.59,aid,unemp,4394,5004,5526,10530,5824,7853,Hgh,50.63,Insecur,Femal,24,N,Y,no,0,2,6
10349,4,6,2.13,Trading,employd,"5,196",6522,6152,12674,5354,5540,High,34.83,Insecure,f,43,Y,no,yes,3,2,13
14517,4,6,2.3,Agriculture,Self-Employed,5.6k,6182,6633,12815,6920,3335,Hgh,61.43,Mod,f,57,yes,yes,no,2,0,2
9958,1,9,0.96,casual labor,Unemployed,1379,3190,2840,6030,941,5062,High,0,Moderate,Male,79,Y,no,Y,3,3,18
6499,2,5,2.32,agriculture,SelfEmployed,4182,5150,4867,10017,4393,5137,Hgh,48.07,Insecure,FEMALE,62,Yes,No,no,1,0,6
7453,4,6,0.99,Agriculture,unemp,"6,571",8015,7003,15018,6301,1114,High,69.57,Secure,male,33,Y,no,Y,0,1,14
1370,2,6,2.72,trading,employd,2768,3356,3378,6734,4285,5151,High,19.83,Sec,f,24,Yes,No,No,1,2,5
6868,4,3,1.13,Agriculture,Employed,9693,10704,10490,21194,9674,5046,Med,100,Insecur,Femal,80,Yes,no,N,0,6,17
11090,4,3,2.84,Agriculture,SelfEmployed,9238,10112,9681,19793,10412,5741,Lw,91.41,Moderate,FEMALE,77,Yes,Yes,no,2,2,0
16547,4,10,0.09,agriculture,employd,7745,9243,8302,17545,8192,9641,Medium,74.05,Insecure,f,70,yes,Y,Yes,1,2,11
12348,2,5,1.97,agriculture,Employed,4655,5343,5588,10931,5293,180,High,46.25,Secure,male,59,N,No,N,1,1,6
12028,1,9,1.02,aid,unemp,"3,224",4501,3987,8488,4408,4204,Hgh,44.74,Secure,M,63,No,no,Y,2,1,12
13671,4,6,2.87,Business,SelfEmployed,8698,9855,9013,18868,9398,3287,Lw,82.56,Insecure,Femal,68,no,Y,No,2,2,3
2778,2,5,0.48,aid,Self-Employed,3905,5227,5048,10275,3993,6091,Hgh,25.62,Insecure,male,34,No,Y,Yes,1,1,19
7810,3,7,0.05,Casual Labor,unemp,7442KES,8612,8523,17135,8732,2428,High,80.41,Insecure,male,77,N,No,no,2,1,10
5141,3,7,2.35,trading,employd,4758,5985,6187,12172,4274,6104,Low,52,Insecure,M,18,No,Y,Y,2,2,3
7228,4,8,2.35,Agriculture,SelfEmployed,"10,275",11798,11508,23306,10170,388,Med,85.98,Insecur,f,22,yes,Yes,no,1,3,3
14124,3,10,2.22,trading,Unemployed,4049,5510,4874,10384,4829,6805,Med,34.94,Mod,M,19,No,Yes,Y,1,2,19
1903,1,4,2.62,business,unemp,518,1373,998,2371,1072,9407,Medium,17.05,Insecur,f,24,N,No,no,0,1,10
3118,4,7,0.81,Trading,unemp,8803,"10,748",9965,20713,9188,9171,Low,86.12,Secure,Male,26,Yes,No,Yes,0,4,13
6571,3,9,2.57,Casual Labor,Employed,5378KES,7000,6306,13306,5447,8320,Lw,56.46,Mod,Femal,36,yes,Y,N,1,1,7
5823,4,6,0.44,Business,unemp,7383,9275,8026,17301,8700,4264,High,68.4,Mod,male,42,No,Yes,Y,1,2,6
1643,3,9,0.21,business,employd,5732,7185,6478,13663,7116,6451,Med,60.15,Mod,Femal,50,no,yes,No,2,4,4
14179,2,9,1.79,trading,unemp,1756,2757,2413,5170,1663,3843,Medium,0,Insecur,M,60,N,yes,Yes,1,0,17
15547,2,7,1.28,trading,SelfEmployed,2841KES,4317,3820,8137,4493,9242,Med,38.39,Sec,male,52,yes,yes,no,0,3,6
12036,3,4,1.96,trading,unemp,4185,5390,5635,11025,3980,1267,Lw,33.5,Insecure,male,25,Y,yes,N,2,5,19
11482,3,6,2.51,casual labor,Employed,3754,4398,4351,8749,4126,8518,Hgh,17.04,Mod,male,66,N,no,Y,3,4,2
13154,3,4,1.64,Aid,Employed,"4,462",5461,4888,10349,4971,835,Medium,40.75,Mod,f,45,N,N,No,1,2,6
321,2,4,0.37,agriculture,Employed,3369,4147,4120,8267,3009,4313,Medium,34.44,Sec,M,72,yes,yes,N,1,6,19
10906,1,4,0.85,Casual Labor,Self-Employed,992KES,2119,1667,3786,2471,1841,Low,14.12,Mod,FEMALE,51,Yes,yes,yes,1,2,11
4300,1,7,1.1,Trading,employd,3480,5304,4599,9903,4549,5614,Med,26.48,Sec,male,67,no,N,Y,0,3,4
16533,3,3,2.83,Agriculture,unemp,5492,6234,6146,12380,5630,5285,Medium,52.22,Moderate,Femal,29,no,No,Y,0,3,16
13270,2,4,2.93,business,SelfEmployed,2541,3797,3711,7508,4321,6656,Med,28.62,Insecur,FEMALE,33,no,Y,yes,1,2,20
5274,3,12,2.67,Business,Unemployed,3471,4779,3963,8742,5282,6286,Low,34.35,Insecure,Male,48,Yes,yes,N,4,2,8
7974,1,5,1,casual labor,Unemployed,-11,1399,938,2337,438,4194,High,0,Insecure,Femal,50,Yes,yes,Y,2,1,5
6080,3,4,2.8,Business,Unemployed,4262,5894,5146,11040,5841,9570,Med,40.87,Mod,Male,69,Yes,N,Yes,0,2,17
10913,2,4,0.57,trading,unemp,2074,2658,"2,677",5335,2007,1852,Lw,13.41,Mod,f,19,yes,Y,No,1,3,13
5944,4,8,2.9,Business,Unemployed,9008,10777,9736,20513,8723,675,Med,100,Sec,FEMALE,50,no,no,Yes,0,1,18
9678,4,7,1.02,agriculture,employd,8611,10420,9063,19483,9966,2724,Med,100,Moderate,f,79,N,Y,no,3,1,15
14035,2,5,0.33,Trading,employd,4564,6328,"5,801",12129,5699,3013,High,45.41,Insecur,M,67,Yes,no,Yes,1,0,8
7582,2,7,1.95,Business,Self-Employed,2257,3955,3451,7406,3127,7107,Lw,20.32,Sec,FEMALE,71,Yes,Y,No,2,6,12
54,3,4,1.45,trading,Self-Employed,7.3k,9155,8384,17539,7407,5611,Low,70.54,Insecure,Femal,18,Yes,No,no,1,3,14
2671,3,7,0.05,agriculture,employd,4709,5621,5237,10858,5685,4313,Medium,47.53,Moderate,M,22,Yes,Yes,Y,1,2,4
8786,3,3,2.85,aid,SelfEmployed,6205,7919,"6,899",14818,6679,7036,Medium,70.94,Secure,Femal,53,N,Y,No,1,1,12
6163,4,5,0.1,business,SelfEmployed,6294,7738,7484,15222,7132,7761,Low,74.24,Sec,Male,46,no,N,N,1,2,2
17297,4,5,0.06,Casual Labor,employd,7691,8810,8267,17077,8577,7021,Medium,74.3,Insecur,M,64,Y,yes,no,0,2,12
5516,3,9,1,agriculture,Unemployed,3563,4604,4646,9250,3658,6406,Lw,37.05,Insecure,male,65,yes,no,N,0,4,1
2260,3,10,2.57,Aid,unemp,7357,8583,8668,17251,7644,5214,Lw,78.76,Insecur,FEMALE,72,No,yes,no,0,1,8
10199,2,5,2.35,trading,employd,2152,3604,2577,6181,2892,5347,Med,33.53,Secure,Male,74,Y,N,yes,0,0,5
12540,1,5,1.29,trading,Self-Employed,1197,2121,2369,4490,2318,8373,Med,13.54,Sec,Femal,29,No,Y,no,3,1,3
17123,1,6,0.8,Aid,Employed,460,2344,1639,3983,744,9665,Low,0.44,Moderate,f,30,yes,No,N,1,1,12
5396,1,7,1.6,trading,SelfEmployed,134,1798,668,2466,1214,9318,Hgh,19.51,Moderate,FEMALE,37,Y,Yes,Yes,3,3,16
15073,4,4,1.39,Aid,Employed,9012,9929,10369,20298,9446,6449,Low,83.4,Sec,male,58,Yes,no,no,3,3,19
12749,1,4,1.81,Business,Employed,1326,3145,2622,5767,1848,4067,Med,17.7,Sec,f,42,yes,N,Y,0,1,8
16201,4,3,2.92,Casual Labor,Self-Employed,8718,9445,9392,18837,10556,8345,Low,99,Sec,M,26,Yes,no,Yes,1,2,6
3487,3,5,0.94,Aid,SelfEmployed,6645,7209,8084,15293,8040,8580,Med,54.49,Mod,Male,48,Yes,Yes,Yes,0,4,2
1120,2,9,2.67,trading,Unemployed,4902,"6,307",5659,11966,4737,6110,Hgh,47.35,Secure,FEMALE,49,no,no,Yes,2,2,4
4104,2,5,2.01,Casual Labor,Self-Employed,3635,4905,5072,9977,3218,9064,Medium,35.77,Insecur,M,36,No,yes,No,1,3,2
15140,1,9,2.8,Business,unemp,3052,4680,3391,8071,2939,230,Low,36.26,Moderate,Male,30,N,yes,yes,1,4,1
2924,4,8,0.19,agriculture,SelfEmployed,8730,9852,10153,20005,10011,3596,High,84.01,Insecure,FEMALE,37,Yes,N,yes,0,0,17
4215,2,5,2.57,aid,Employed,3811,5163,4325,9488,4367,6841,High,35.37,Sec,Femal,40,No,yes,yes,0,0,15
3471,1,7,1.9,casual labor,Unemployed,1506KES,2274,1807,4081,1348,118,Hgh,16.65,Mod,male,31,No,Yes,Y,0,0,16
16100,4,4,2.52,business,Self-Employed,9140,9747,9822,19569,10294,5457,Hgh,90.04,Secure,M,69,No,N,Y,1,3,2
1947,2,3,2.75,Aid,Employed,1213,3142,2118,5260,3028,6197,Medium,9.12,Insecure,Male,54,Y,no,yes,1,0,9
11197,4,7,1.58,business,Employed,10077,10986,11137,22123,10950,449,High,100,Insecure,M,32,N,Y,Y,1,0,5
5025,2,5,1.67,Agriculture,Unemployed,1800,2422,2429,4851,2885,3417,Medium,22.79,Secure,male,34,no,Yes,N,2,2,19
16163,3,4,0.35,Agriculture,employd,6175,6768,7401,14169,6727,2230,High,32.4,Insecure,FEMALE,20,yes,No,No,5,3,2
16723,2,6,1.33,trading,employd,3270,4310,3627,7937,3431,5796,Lw,36.76,Mod,f,55,Y,no,Y,2,1,17
2711,1,5,0.39,Agriculture,unemp,2030,3451,3344,6795,3200,8937,Hgh,13.47,Mod,male,23,No,Yes,no,0,0,4
9509,3,6,0.93,Business,Employed,6378,8056,7034,15090,7946,7498,Hgh,60.12,Insecure,male,74,Yes,no,no,0,1,4
840,4,5,2.78,Agriculture,unemp,5518,6709,6536,13245,6712,1247,Low,65.33,Insecure,FEMALE,62,No,Yes,No,1,1,10
6077,1,4,0.99,aid,Unemployed,1052,2076,1667,3743,920,4541,High,9.36,Insecure,Femal,43,No,N,Y,4,1,10
3826,2,1,0.4,Trading,employd,3133,4918,3718,8636,2926,6805,Med,55.37,Sec,Male,40,Yes,yes,Yes,0,2,18
14745,3,10,0.44,aid,SelfEmployed,3933,4465,4371,8836,5830,261,Medium,46.92,Insecure,M,45,No,yes,Y,2,2,13
15386,4,8,1.1,trading,unemp,6308,7502,7213,14715,8118,5425,Medium,67.95,Moderate,Male,76,No,Y,no,0,3,19
16467,2,6,0.28,agriculture,unemp,2886,3581,3322,6903,3093,6119,Medium,33.44,Insecure,Femal,19,Yes,Yes,N,1,3,10
17208,1,6,0.21,Agriculture,unemp,2400,3305,2833,6138,3003,2888,High,21.51,Insecure,Femal,34,yes,No,no,1,1,12
749,2,9,0.5,Business,unemp,1380,1881,2030,3911,1476,4046,Low,13.85,Insecur,Femal,33,yes,Yes,No,1,3,11
9342,3,6,2.53,trading,employd,4172,5985,4932,10917,4416,873,Medium,36.64,Mod,M,25,No,No,no,1,2,11
773,3,8,0.49,Agriculture,unemp,5655,7010,6585,13595,6471,2357,Medium,47.28,Insecur,male,48,Y,Yes,Yes,1,2,13
9905,3,7,1.34,Trading,unemp,5530,6999,5901,12900,5172,7896,Lw,51.25,Insecure,Femal,56,yes,N,No,2,0,5
3712,2,7,2.59,Casual Labor,Self-Employed,2728,4077,3715,7792,3439,4108,Medium,29.4,Insecure,male,49,Y,Y,no,0,2,7
1157,4,3,1.79,Business,Self-Employed,9608,11154,10020,21174,9338,7109,Lw,96.66,Moderate,f,55,no,Y,N,2,0,18
17001,4,2,0.38,Aid,Unemployed,9696,10943,10391,21334,10107,7595,Med,100,Insecure,M,57,yes,Y,Y,0,1,7
16227,2,8,0.45,Business,Self-Employed,3419,4598,3893,8491,4190,2908,Lw,47.48,Insecur,Male,27,No,no,N,1,2,9
6496,4,4,0.44,business,Self-Employed,7.1k,9019,7899,16918,6831,8295,Hgh,80.98,Secure,Femal,41,No,yes,Y,1,2,16
17140,1,6,0.4,Trading,Employed,697,2488,1571,4059,1116,4723,Hgh,11.38,Insecure,Male,67,No,Y,N,1,2,11
8582,3,4,2.49,casual labor,Self-Employed,6036,6599,6343,12942,7908,963,Med,67.97,Moderate,male,59,No,yes,yes,1,2,10
9028,4,7,0.65,aid,SelfEmployed,6080,7877,6531,14408,7592,5874,Hgh,53.47,Insecur,FEMALE,74,no,Yes,No,2,1,7
15299,2,3,0.13,Aid,SelfEmployed,3708,5158,4448,9606,3817,9730,Lw,54.54,Sec,male,76,Y,N,Yes,2,0,19
16063,4,5,1.47,business,SelfEmployed,6349,7781,7513,15294,6381,24,High,65.51,Moderate,male,61,Y,No,Yes,1,1,16
10978,4,7,1.02,Casual Labor,SelfEmployed,8735,9344,10162,19506,8302,4444,High,85.11,Moderate,Male,72,no,Y,No,0,3,5
16075,2,6,2.52,casual labor,SelfEmployed,1745,3724,2647,6371,3327,368,Lw,8.35,Sec,M,69,N,yes,N,1,4,2
2400,2,5,0.13,business,Self-Employed,4200,5688,4885,10573,4842,8660,Hgh,40.78,Moderate,FEMALE,67,Yes,no,no,1,3,15
2665,1,8,0.54,Trading,employd,1562,3412,2280,5692,3508,4996,Lw,12.4,Sec,M,18,Yes,Yes,N,2,3,5
10156,3,5,2.91,Business,SelfEmployed,6319,8120,7241,15361,6791,8655,Hgh,63.44,Sec,Male,25,N,yes,Y,1,5,17
13628,1,7,0.52,business,Unemployed,"2,183",2782,3590,6372,2726,5839,Med,33.22,Secure,Male,71,N,no,Y,0,4,9
789,2,7,1.91,Trading,unemp,2410,3594,3636,7230,4217,723,Medium,0.42,Sec,Femal,73,Y,yes,Yes,0,1,2
4061,3,5,1.32,Trading,employd,5204,5832,5624,11456,6978,2707,Hgh,71.33,Insecure,f,36,Yes,Y,no,2,3,1
9238,1,10,1.53,aid,Employed,2382KES,3946,2891,6837,3053,275,Medium,26.51,Moderate,f,59,N,no,Y,2,5,16
12212,2,5,2.58,trading,Self-Employed,2262,4033,2674,6707,3419,688,Hgh,11.79,Mod,Male,76,N,Y,No,1,2,18
3788,4,7,1.15,Aid,Unemployed,7731,8841,8678,17519,9170,8931,Medium,75.33,Insecure,M,42,no,Yes,No,0,1,8
15974,1,12,0.45,Aid,Unemployed,1586,2536,2397,4933,2733,8353,Med,9.77,Moderate,FEMALE,40,Y,Y,No,2,1,14
14130,1,9,0.58,agriculture,unemp,2480,3235,3485,6720,2642,3399,Medium,34.44,Moderate,male,61,no,no,No,0,2,3
1254,4,10,0.9,trading,Self-Employed,5627,6652,6820,13472,5718,5004,High,65.78,Mod,M,35,no,Yes,Yes,1,1,13
13663,4,9,0.6,Business,Self-Employed,5431,7031,6248,13279,6164,9690,Med,54.69,Sec,male,55,Y,No,N,4,1,14
900,1,5,1.52,casual labor,Unemployed,2546,4084,3394,7478,4130,5463,Med,12.71,Mod,M,62,yes,yes,no,0,3,4
5855,4,3,0.25,business,unemp,6739KES,7987,7702,15689,8208,2837,Low,72.03,Sec,Male,42,Y,No,yes,0,5,12
10689,2,5,0.94,Business,Employed,3901,5881,5295,11176,4176,673,Lw,52.29,Insecure,male,31,Yes,yes,N,1,1,1
15851,3,5,0.69,business,Unemployed,3468,4599,4298,8897,3948,6067,Low,38.23,Sec,f,41,Y,N,No,2,0,2
13224,4,5,0.39,business,employd,7067,8185,7488,15673,8213,8217,Hgh,81.69,Insecur,Femal,49,N,No,yes,0,0,3
9758,1,8,1.93,agriculture,unemp,908,2369,1312,3681,1470,8717,Lw,0,Moderate,Femal,60,N,N,no,0,2,12
6683,4,3,0.49,business,Employed,"5,424",6149,6286,12435,6241,1656,Med,53.93,Moderate,Male,24,Yes,yes,yes,0,3,4
10203,2,4,1.61,aid,unemp,2948,4226,4257,8483,4574,9066,Medium,27.34,Mod,f,32,no,N,yes,1,4,17
6992,3,4,0.03,aid,Employed,7050,7615,7687,15302,8767,3370,Lw,61.3,Sec,M,31,N,Y,N,2,1,12
16404,3,7,0.75,Agriculture,unemp,3260,4117,4275,8392,2956,1291,High,39.29,Mod,Femal,72,No,N,N,0,4,3
12531,2,3,2.14,Trading,Unemployed,3291,5109,4038,9147,4378,2561,Low,40.2,Mod,FEMALE,80,N,no,Yes,4,2,20
12280,4,9,2.78,Aid,employd,9498,10644,10565,21209,9917,5298,Low,93.83,Insecur,M,53,Yes,No,no,0,3,19
4563,1,6,0.16,business,Unemployed,2483,4053,3725,7778,2439,5875,High,19.27,Mod,Femal,73,Y,yes,yes,0,5,3
8492,1,5,2.11,trading,Employed,1768,3057,2168,5225,3566,2362,Low,17.53,Insecur,f,20,no,No,Yes,2,1,2
7265,2,2,2.88,Aid,Unemployed,1489,2219,2262,4481,998,5669,Medium,17.6,Moderate,Male,26,No,N,yes,2,2,11
6664,4,7,2.57,Aid,unemp,8596KES,9334,9275,18609,10053,6997,Med,87.36,Sec,Male,45,no,Y,N,0,1,10
859,1,6,2.99,Business,Self-Employed,1170,2145,1713,3858,2473,5104,Lw,4.54,Sec,Femal,37,no,Yes,N,1,2,15
8876,3,5,0.08,casual labor,Employed,5724,6252,6381,12633,5239,5668,Low,46.47,Secure,male,67,no,N,Y,0,7,7
846,1,5,1.38,Agriculture,employd,2943,4643,3905,8548,4184,3831,Medium,32.64,Insecure,male,61,No,no,yes,0,0,15
11092,4,5,1.94,agriculture,Employed,6194,6959,7211,14170,6932,3471,High,73.69,Secure,male,77,no,N,N,0,2,17
7108,4,8,0.78,business,employd,7409KES,9111,8117,17228,7642,9300,Low,53.31,Secure,male,68,yes,No,Y,0,3,7
12477,3,6,2.06,Agriculture,unemp,4312,5622,4672,10294,4796,6568,Medium,37.6,Moderate,Male,71,Yes,Yes,N,0,0,0
8771,1,7,0.28,Aid,employd,1946,3506,2602,6108,3804,6581,Med,25.06,Mod,Femal,59,No,N,No,1,7,11
2902,2,4,2.69,casual labor,Unemployed,3721,5182,4379,9561,4055,5845,Hgh,34.01,Mod,FEMALE,51,no,Y,Yes,2,2,17
10045,1,4,0.58,trading,unemp,845,2330,1728,4058,1996,9920,Hgh,14.98,Moderate,FEMALE,55,yes,no,Y,1,5,12
